,Title,Author,Rating,Img,Img_description,Year,Words,Minutes,Description,Genres,Blurb,PDF,Epub,Read
395,An Incident,Anton Chekhov,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/housecat.jpg,A house cat sitting outside. Graphite filter,1886.0,1924,8,"The young children, Vanya and Nina are delighted to wake and find out that the cat has had kittens.",Literary;Tragedy,"Vanya and Nina are a long time deciding who is to be the kittens’ father, and, in the end, their choice falls on a big dark-red horse without a tail, which is lying in the store-cupboard under the stairs, together with other relics of toys that have outlived their day.",https://www.libraryofshortstories.com/storiespdf/an-incident.pdf,https://www.libraryofshortstories.com/storiesepub/an-incident.epub,https://www.libraryofshortstories.com/onlinereader/an-incident
396,The Inexperienced Ghost,H. G. Wells,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/party.jpg,Four wine glasses being clinked together. Graphite filter.,1902.0,4870,20,Three men of the local club listen to a fourth tell a story of a particularly unthreatening and unhaunting ghost that he claims to have met the night before.,Quirky;Gothic;Fantasy,Right off I knew him for a ghost. He was transparent and whitish; clean through his chest I could see the glimmer of the little window at the end. And not only his physique but his attitude struck me as being weak.,https://www.libraryofshortstories.com/storiespdf/the-inexperienced-ghost.pdf,https://www.libraryofshortstories.com/storiesepub/the-inexperienced-ghost.epub,https://www.libraryofshortstories.com/onlinereader/the-inexperienced-ghost
397,The Inmost Light,Arthur Machen,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/petersburg.jpg,A bustling city with trams. Graphite Filter.,1895.0,12072,49,A man introduces to his old friend a mystery of a missing woman with a potentially supernatural explanation.,Gothic;Mystery,"‘But it is different in London. You may point out a street, correctly enough, as the abode of washerwomen; but, in that second floor, a man may be studying Chaldee roots, and in the garret over the way a forgotten artist is dying by inches.’",https://www.libraryofshortstories.com/storiespdf/the-inmost-light.pdf,https://www.libraryofshortstories.com/storiesepub/the-inmost-light.epub,https://www.libraryofshortstories.com/onlinereader/the-inmost-light
398,An Inquiry,Anton Chekhov,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/writing.jpg,An ink pen in the middle of writing. Graphite filter.,1883.0,886,4,A country man attempts to make an inquiry at a government office.,Quirky,"“You give him three roubles,” whispered the porter. — “I’ve given him two already.” — “Give him another.”",https://www.libraryofshortstories.com/storiespdf/an-inquiry.pdf,https://www.libraryofshortstories.com/storiesepub/an-inquiry.epub,https://www.libraryofshortstories.com/onlinereader/an-inquiry
399,The Interlopers,Saki,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/timber.jpg,A fallen tree in a forest. Graphite filter.,1912.0,2141,9,"Two men intent on killing each other meet in the woods, rifles in hand.",Gothic;Adventure,“When they drag me out from under these damned branches it won’t need much clumsiness on their part to roll this mass of trunk right over on the top of you.”,https://www.libraryofshortstories.com/storiespdf/the-interlopers.pdf,https://www.libraryofshortstories.com/storiesepub/the-interlopers.epub,https://www.libraryofshortstories.com/onlinereader/the-interlopers
400,Into Egypt,Stephen Vincent Benét,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lost.jpg,A speck of a man amongst a vast desert. Graphite filter.,1939.0,4381,18,"A lieutenant is tasked with the exiling of the ‘Accursed People’ from his nation. Thoughts of sympathy arise in his mind, but are squashed by his military training.",Literary,"As for Willi and himself, they had been friends—yes, even through the first year or so at school. Both of them had meant to run away and be cowboys, and they had had a secret password. Naturally, things had changed, later on.",https://www.libraryofshortstories.com/storiespdf/into-egypt.pdf,https://www.libraryofshortstories.com/storiesepub/into-egypt.epub,https://www.libraryofshortstories.com/onlinereader/into-egypt
401,Invictus,William Ernest Henley,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ship.jpg,A masted ship. Graphite Filter.,1888.0,103,1,A poem on pride and resilience.,Poetry,I thank whatever gods may be - For my unconquerable soul.,https://www.libraryofshortstories.com/storiespdf/invictus.pdf,https://www.libraryofshortstories.com/storiesepub/invictus.epub,https://www.libraryofshortstories.com/onlinereader/invictus
402,The Invisible City,Clark Ashton Smith,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_invisible_city.jpg,"A man holds aloft a shining, egg-shaped object, dozens of beings with human bodies and elephant-like heads reel back in awe.",1932.0,8114,33,"Explorers Langley and Furham struggle through the desert searching for the ruins of the city of Kobar, only to come across a city much more fantastical and much, much more uncharted.",Adventure;Mystery;Sci-fi;Horror,"The depression was bare and empty with no sign of ruins, but was lined with numerous pits that suggested the ground-plan of a vanished city.",https://www.libraryofshortstories.com/storiespdf/the-invisible-city.pdf,https://www.libraryofshortstories.com/storiesepub/the-invisible-city.epub,https://www.libraryofshortstories.com/onlinereader/the-invisible-city
403,The Invisible Girl,Mary Shelley,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/youngwoman.jpg,A young woman with braided hair. Graphite filter.,1832.0,5659,23,"After a rich man discovers that his son and his adopted orphan girl are in love, he casts the girl out.",Gothic;Literary,"It is burnt by the ghost of a maiden who lost her sweetheart in these parts; he being wrecked, and his body found at the foot of the tower: she goes by the name among us of the ‘Invisible Girl.’",https://www.libraryofshortstories.com/storiespdf/the-invisible-girl.pdf,https://www.libraryofshortstories.com/storiesepub/the-invisible-girl.epub,https://www.libraryofshortstories.com/onlinereader/the-invisible-girl
404,The Invisible Man,G. K. Chesterton,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/the_invisible_man.jpg,Two men investigate a piece of armour.,1911.0,6471,26,A young woman tells a young man who proposes to her of why she cannot marry anyone.,Mystery,"“Not only is your murderer invisible, but he makes invisible also the murdered man.”",https://www.libraryofshortstories.com/storiespdf/the-invisible-man.pdf,https://www.libraryofshortstories.com/storiesepub/the-invisible-man.epub,https://www.libraryofshortstories.com/onlinereader/the-invisible-man
405,Ionitch,Anton Chekhov,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/town.jpg,A small hillside town. Graphite Filter.,1898.0,7108,29,"A doctor arrives for work at a small Russian town and decides to visit the most respected local family. Their small town culture bores him, but he takes a liking to the youthful and energetic daughter, Ekaterina.",Quirky;Tragedy,Before I’d drunk the tears from life’s goblet. . . .,https://www.libraryofshortstories.com/storiespdf/ionitch.pdf,https://www.libraryofshortstories.com/storiesepub/ionitch.epub,https://www.libraryofshortstories.com/onlinereader/ionitch
406,Iron Hans,Brothers Grimm,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/swamp.jpg,Tall windy trees above a swamp. Graphite filter.,1812.0,3208,13,A boy is taken away into the forest by a wild man he frees from a cage. After failing a task set by the wild man he must venture out into a city to find his destiny.,Childrens;Fantasy,"And as he still bent down more and more while he was doing so, and trying to look straight into the eyes, his long hair fell down from his shoulders into the water. He raised himself up quickly, but the whole of the hair of his head was already golden and shone like the sun.",https://www.libraryofshortstories.com/storiespdf/iron-hans.pdf,https://www.libraryofshortstories.com/storiesepub/iron-hans.epub,https://www.libraryofshortstories.com/onlinereader/iron-hans
407,The Island of the Fay,Edgar Allan Poe,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/hills.jpg,"Rolling, grassy hills. Graphite filter.",1841.0,1936,8,A man talks about music and science.,Literary;Fantasy,"In truth, the man who would behold aright the glory of God upon earth must in solitude behold that glory.",https://www.libraryofshortstories.com/storiespdf/the-island-of-the-fay.pdf,https://www.libraryofshortstories.com/storiesepub/the-island-of-the-fay.epub,https://www.libraryofshortstories.com/onlinereader/the-island-of-the-fay
408,The Isle of the Torturers,Clark Ashton Smith,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/ship.jpg,"A wooden, five-masted sailing ship on the sea. Graphite filter",1933.0,6166,25,"A plague wipes out the kingdom of Yoros, leaving alive only the king who wears a magical ring that protects him. The king sets off on a voyage to find a new land in which to live.",Fantasy;Gothic;Adventure,"For if once the plague had breathed upon Fulbra, he would bear its subtle contagion always in his flesh; and the contagion would assume its wonted virulence with the ring’s removal.",https://www.libraryofshortstories.com/storiespdf/the-isle-of-the-torturers.pdf,https://www.libraryofshortstories.com/storiesepub/the-isle-of-the-torturers.epub,https://www.libraryofshortstories.com/onlinereader/the-isle-of-the-torturers
409,Italian with Grammar,Mark Twain,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tome.jpg,A splayed open book. Graphite filter.,1835.0,2523,11,,Quirky,"I found that a person of large intelligence could read this beautiful language with considerable facility without a dictionary, but I presently found that to such a parson a grammar could be of use at...",https://www.libraryofshortstories.com/storiespdf/italian-with-grammar.pdf,https://www.libraryofshortstories.com/storiesepub/italian-with-grammar.epub,https://www.libraryofshortstories.com/onlinereader/italian-with-grammar
410,Italian without a Master,Mark Twain,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tome.jpg,A splayed open book. Graphite filter.,1904.0,2315,10,,Quirky,"It is almost a fortnight now that I am domiciled in a medieval villa in the country, a mile or two from Florence. I cannot speak the language; I am too old not to learn how, also too busy when I am bu...",https://www.libraryofshortstories.com/storiespdf/italian-without-a-master.pdf,https://www.libraryofshortstories.com/storiesepub/italian-without-a-master.epub,https://www.libraryofshortstories.com/onlinereader/italian-without-a-master
411,Ivy Day in the Committee Room,James Joyce,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/petersburg.jpg,A 20th century city with trams and horse-drawn carriages. Graphite filter.,1914.0,5293,22,Political campaigners discuss Irish nationalism.,Literary;Tragedy,“The working-man is not going to drag the honour of Dublin in the mud to please a German monarch.”,https://www.libraryofshortstories.com/storiespdf/ivy-day-in-the-committee-room.pdf,https://www.libraryofshortstories.com/storiesepub/ivy-day-in-the-committee-room.epub,https://www.libraryofshortstories.com/onlinereader/ivy-day-in-the-committee-room
412,Jack and the Beanstalk,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/vine.jpg,"A solitary, draping vine. Graphite filter",1918.0,3685,15,A poor farm boy sells his family’s last possession to a mysterious man in exchange for five beans promised to grow into the very sky.,Childrens;Fantasy;Adventure,"A long long time ago, when most of the world was young and folk did what they liked because all things were good, there lived a boy called Jack.",https://www.libraryofshortstories.com/storiespdf/jack-and-the-beanstalk.pdf,https://www.libraryofshortstories.com/storiesepub/jack-and-the-beanstalk.epub,https://www.libraryofshortstories.com/onlinereader/jack-and-the-beanstalk
413,Jack the Giant-killer,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/viking.jpg,A bearded man sitting on a throne. Graphite filter.,1918.0,5310,22,,Childrens;Fantasy,"When good King Arthur reigned with Guinevere his Queen, there lived, near the Land’s End in Cornwall, a farmer who had one only son called Jack. Now Jack was brisk and ready; of such a lively wit th...",https://www.libraryofshortstories.com/storiespdf/jack-the-giant-killer.pdf,https://www.libraryofshortstories.com/storiesepub/jack-the-giant-killer.epub,https://www.libraryofshortstories.com/onlinereader/jack-the-giant-killer
414,Jeff Peters as a Personal Magnet,O. Henry,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/gentleman.jpg,"A man with a suit and cane, tipping his hat. Graphite filter.",1908.0,2327,10,"A con-artist starts selling ointments in a town, but has a run in with a constable who says he needs a licence to practice medicine. Determined to run his con the right way, he heads to the mayor’s office to sort it all out.",Quirky,"‘No checks, please, I hate to write my name on the back of a check almost as bad as I do on the front.’",https://www.libraryofshortstories.com/storiespdf/jeff-peters-as-a-personal-magnet.pdf,https://www.libraryofshortstories.com/storiesepub/jeff-peters-as-a-personal-magnet.epub,https://www.libraryofshortstories.com/onlinereader/jeff-peters-as-a-personal-magnet
415,Jerry Bundler,W. W. Jacobs,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/shadow.jpg,The blurry shadow of a human. Graphite filter.,1914.0,2856,12,"A group of men talk of ghosts, including a ‘Jerry Bundler’ said to haunt the very house in which they are staying. Two men boast they could dress up as the ghost and give the other a good scare.",Horror,"“A ghost story is a ghost story, sir; but when a gentleman tells a tale of a ghost in the house in which one is going to sleep, I call it most ungentlemanly!”",https://www.libraryofshortstories.com/storiespdf/jerry-bundler.pdf,https://www.libraryofshortstories.com/storiesepub/jerry-bundler.epub,https://www.libraryofshortstories.com/onlinereader/jerry-bundler
416,The Jewess,Aleksandr I. Kuprin,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/hansom.jpg,A hansom cab. Graphite Filter.,1889.0,7071,29,,Literary,"“We’ve passed it, pa‑assed it,” a child’s feeble voice rang pitifully. “Right!” shouted an angry bass behind. “To the right, right, r‑r‑right,” gaily and swiftly sounded a chorus in front. Someone gro...",https://www.libraryofshortstories.com/storiespdf/the-jewess.pdf,https://www.libraryofshortstories.com/storiesepub/the-jewess.epub,https://www.libraryofshortstories.com/onlinereader/the-jewess
417,The Jilting of Jane,H. G. Wells,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lovers.jpg,A silhouetted man and woman holding eachother in a forest. Graphite filter.,1894.0,2589,11,"Jane, the servant, falls for a man who is ‘a lot above her’ in station.",Literary,"“William is being led away,” she remarked abruptly, with a catching of the breath, apropos of tablecloths. “Yes, ma’am. She is a milliner, and she can play on the piano.”",https://www.libraryofshortstories.com/storiespdf/the-jilting-of-jane.pdf,https://www.libraryofshortstories.com/storiesepub/the-jilting-of-jane.epub,https://www.libraryofshortstories.com/onlinereader/the-jilting-of-jane
418,Jim Carew,Banjo Paterson,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1895.0,360,2,"Jim Carew, born a man of the town, comes into trouble and is sent away to the outback.",Poetry,Came to grief — was it card or horse? - Nobody asked and nobody cared;,https://www.libraryofshortstories.com/storiespdf/jim-carew.pdf,https://www.libraryofshortstories.com/storiesepub/jim-carew.epub,https://www.libraryofshortstories.com/onlinereader/jim-carew
419,Johnny Pye and the Fool-Killer,Stephen Vincent Benét,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/covers/small/johnny_pye_and_the_fool_killer.jpg,Pen drawing of a boy fishing in a swirling pool next to a wooden house on stilts.,1938.0,8259,34,A young boy’s harsh parents tell him that he’s a fool and the fool-killer will get him someday. So the impressionable lad runs away and spends years trying to find an adult that can make a clever man out of him.,Quirky;Literary,"For it occurred to him that, if all the doctor’s cleverness got him was being ridden out of town on a rail, he couldn’t be so far away from the Fool-Killer as he thought. And, sure enough, as he was going to sleep that night, he seemed to hear the Fool-Killer’s footsteps coming after him.",https://www.libraryofshortstories.com/storiespdf/johnny-pye-and-the-fool-killer.pdf,https://www.libraryofshortstories.com/storiesepub/johnny-pye-and-the-fool-killer.epub,https://www.libraryofshortstories.com/onlinereader/johnny-pye-and-the-fool-killer
420,Johnson’s Antidote,Banjo Paterson,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1895.0,794,4,Johnson strives to find a snakebite cure in the outback.,Poetry;Quirky,"Down along the Snakebite River, where the overlanders camp,
Where the serpents are in millions, all of the most deadly stamp.",https://www.libraryofshortstories.com/storiespdf/johnsons-antidote.pdf,https://www.libraryofshortstories.com/storiesepub/johnsons-antidote.epub,https://www.libraryofshortstories.com/onlinereader/johnsons-antidote
421,Kashtanka,Anton Chekhov,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/fox.jpg,A fox panting outside in the snow. Graphite filter.,1887.0,7781,32,"Kashtanka, the dog, gets lost from her drunkard owner and ends up with a new owner who feeds her better and doesn’t beat her. Yet she still finds herself pining for her previous master.",Literary,"From time to time she stopped and, whining and lifting first one chilled paw and then another, tried to make up her mind how it could have happened that she was lost.",https://www.libraryofshortstories.com/storiespdf/kashtanka.pdf,https://www.libraryofshortstories.com/storiesepub/kashtanka.epub,https://www.libraryofshortstories.com/onlinereader/kashtanka
422,Keeping His Promise,Algernon Blackwood,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bed.jpg,"A large, ornate bed beneath two glass windows. Graphite filter.",1906.0,5673,23,A students furiously studying for his exams is visited by an old friend who appears to be at death’s door.,Gothic,"The other made no audible reply, and shuffled so feebly with his feet that Marriott took his arm by way of support. He noticed for the first time that the clothes hung on him with pitiful looseness.",https://www.libraryofshortstories.com/storiespdf/keeping-his-promise.pdf,https://www.libraryofshortstories.com/storiesepub/keeping-his-promise.epub,https://www.libraryofshortstories.com/onlinereader/keeping-his-promise
423,Kew Gardens,Virginia Woolf,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/anguish.jpg,A woman clutching her face with wide open eyes. Graphite filter.,1919.0,2595,11,,Literary,"The light fell either upon the smooth, grey back of a pebble, or, the shell of a snail with its brown, circular veins, or falling into a raindrop, it expanded with such intensity of red, blue and yellow the thin walls of water that one expected them to burst and disappear..",https://www.libraryofshortstories.com/storiespdf/kew-gardens.pdf,https://www.libraryofshortstories.com/storiesepub/kew-gardens.epub,https://www.libraryofshortstories.com/onlinereader/kew-gardens
424,The Killers,Ernest Hemmingway,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/clock.jpg,A wall clock showing a quarter past seven. Graphite filter.,1927.0,2959,12,Two men come into a lunch-room and boss around the server and the lone patron.,Literary,The cut-off barrels of the shotgun made a slight bulge under the waist of his too tight-fitting overcoat. He straightened his coat with his gloved hands.,https://www.libraryofshortstories.com/storiespdf/the-killers.pdf,https://www.libraryofshortstories.com/storiesepub/the-killers.epub,https://www.libraryofshortstories.com/onlinereader/the-killers
425,The Kiss,Anton Chekhov,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/civilwar.jpg,A soldier next to a cannon. Graphite filter.,1887.0,7664,31,"Ryabovitch is by far the shyest officer in his battalion, with round shoulders and sparse whiskers. But when the local landowner invites the officers for dinner, Ryabovitch receives a startling surprise from one of the young women present.",Literary;Tragedy,"When he woke up the sensations of oil on his neck and the chill of peppermint about his lips had gone, but joy flooded his heart just as the day before.”",https://www.libraryofshortstories.com/storiespdf/the-kiss.pdf,https://www.libraryofshortstories.com/storiesepub/the-kiss.epub,https://www.libraryofshortstories.com/onlinereader/the-kiss
426,The Lady with the Dog,Anton Chekhov,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/lovers.jpg,"A kissing man and woman, silhouetted in a forest. Graphite filter. Graphite filter.",1899.0,6758,28,An unhappily married man meets a woman walking her dog and falls for her.,Literary,"“That’s only the fashion to say it is dull here. A provincial will live in Belyov or Zhidra and not be dull, and when he comes here it’s ‘Oh, the dulness! Oh, the dust!’ One would think he came from Grenada.”",https://www.libraryofshortstories.com/storiespdf/the-lady-with-the-dog.pdf,https://www.libraryofshortstories.com/storiesepub/the-lady-with-the-dog.epub,https://www.libraryofshortstories.com/onlinereader/the-lady-with-the-dog
427,"The Lady, or the Tiger?",Frank Stockton,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/princess.jpg,A woman with curly locks in a ball gown by a castle. Graphite filter.,1882.0,2747,11,"An unchallenged king throws all accused of crime into an arena with two doors, giving them a coin flip chance of death or retribution.",Fantasy;Literary,"When a subject was accused of a crime of sufficient importance to interest the king, public notice was given that on an appointed day the fate of the accused person would be decided in the king’s arena.",https://www.libraryofshortstories.com/storiespdf/the-lady-or-the-tiger.pdf,https://www.libraryofshortstories.com/storiesepub/the-lady-or-the-tiger.epub,https://www.libraryofshortstories.com/onlinereader/the-lady-or-the-tiger
428,The Laidly Worm,Flora Annie Steel,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/frog.jpg,A frog with a blank stare. Graphite filter.,1918.0,1462,6,"A king remarries to a strange woman. But when the lords at the wedding fawn over the beautiful young princess instead, the new queen curses the young princess.",Childrens;Fantasy,"For when her tire-women came to dress her they found coiled up in her bed an awesome dragon, which uncoiled itself and came towards them.",https://www.libraryofshortstories.com/storiespdf/the-laidly-worm.pdf,https://www.libraryofshortstories.com/storiesepub/the-laidly-worm.epub,https://www.libraryofshortstories.com/onlinereader/the-laidly-worm
429,Lamb to the Slaughter,Roald Dahl,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oven.jpg,An oven in a kitchen. Graphite filter.,1953.0,3483,14,"A woman’s husband admits to her some painful news, she picks up a frozen leg of lamb and delivers some painful news of her own.",Horror;Quirky,"At that point, Mary Maloney simply walked up behind him and without any pause she swung the big frozen leg of lamb high in the air and brought it down as hard as she could on the back of his head.",https://www.libraryofshortstories.com/storiespdf/lamb-to-the-slaughter.pdf,https://www.libraryofshortstories.com/storiesepub/lamb-to-the-slaughter.epub,https://www.libraryofshortstories.com/onlinereader/lamb-to-the-slaughter
430,The Lancer’s Wife,Jean Richepin,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/war.jpg,Six gunned soldiers near an explosion,1876.0,5314,22,Six prisoners remaining from a defeated French army decide to flee and begin the fight again by themselves.,War;Adventure,"“ I mean to go and kill some Prussians; that is all I care about. If you do not wish to do as I do, well and good; only say so at once. I can quite well go by myself”",https://www.libraryofshortstories.com/storiespdf/the-lancers-wife.pdf,https://www.libraryofshortstories.com/storiesepub/the-lancers-wife.epub,https://www.libraryofshortstories.com/onlinereader/the-lancers-wife
431,The Land Ironclads,H. G. Wells,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/war.jpg,Eight soldiers with rifles on a beach facing an explosion. Graphite filter.,1903.0,8270,34,Several soldiers in trenches are talking of how they will eventually win the battle when mysterious black fort in the distance seems to move towards them.,Sci-fi;War,"They crawled to what they judged the edge of the dip and lay regarding the unfathomable dark. For a space they could distinguish nothing, and then a sudden convergence of the search-lights of both sides brought the strange thing out again.",https://www.libraryofshortstories.com/storiespdf/the-land-ironclads.pdf,https://www.libraryofshortstories.com/storiesepub/the-land-ironclads.epub,https://www.libraryofshortstories.com/onlinereader/the-land-ironclads
432,The Land of Counterpane,Robert Louis Stevenson,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/toysoldiers.jpg,Two toy soldiers in 19th century british uniform. Graphite filter.,1895.0,102,1,A poem on children’s toys.,Poetry;Childrens,"And sometimes for an hour or so — I watched my leaden soldiers go,",https://www.libraryofshortstories.com/storiespdf/the-land-of-counterpane.pdf,https://www.libraryofshortstories.com/storiesepub/the-land-of-counterpane.epub,https://www.libraryofshortstories.com/onlinereader/the-land-of-counterpane
433,The Land of Nod,Robert Louis Stevenson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/bed.jpg,A double bed between two tall glass windows. Graphite filter.,1895.0,107,1,A poem on dreams,Poetry;Fantasy;Childrens,But every night I go abroad — Afar into the Land of Nod.,https://www.libraryofshortstories.com/storiespdf/the-land-of-nod.pdf,https://www.libraryofshortstories.com/storiesepub/the-land-of-nod.epub,https://www.libraryofshortstories.com/onlinereader/the-land-of-nod
434,The Last Incantation,Clark Ashton Smith,5.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/braids.jpg,A cloaked woman touching a tree in the sun. Graphite filter.,1930.0,1923,8,"An old and powerful magician thinks back to his youth, and of the young lover he once lost. He wonders if he, in all his power, could bring her back.",Fantasy;Gothic;Literary,"But, though these things and the power they held or symbolized were the terror of the peoples and the envy, of all rival magicians, the thoughts of Malygris were dark with immitigable melancholy, and weariness filled his heart as ashes fill the hearth where a great fire has died.",https://www.libraryofshortstories.com/storiespdf/the-last-incantation.pdf,https://www.libraryofshortstories.com/storiesepub/the-last-incantation.epub,https://www.libraryofshortstories.com/onlinereader/the-last-incantation
435,The Last Leaf,O. Henry,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/maple.jpg,A maple leaf. Graphite filter.,1905.0,2480,10,"A young woman is struck with pneumonia, and believes she will go when the last leaf outside her window falls.",Literary,"I’m tired of waiting. I’m tired of thinking. I want to turn loose my hold on everything, and go sailing down, down, just like one of those poor, tired leaves.",https://www.libraryofshortstories.com/storiespdf/the-last-leaf.pdf,https://www.libraryofshortstories.com/storiesepub/the-last-leaf.epub,https://www.libraryofshortstories.com/onlinereader/the-last-leaf
436,The Last of the Flatfeet,Richard Connell,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/gentleman.jpg,A man in a tux with a hat and cane. Graphite Filter.,1923.0,6967,28,"A teacher tries to ‘civilise’ a young Indian boy, but the boy has a calling to dance and sing.",Quirky,"The Indian Bureau replied in two weeks that his communication had been received and given careful attention; but, inasmuch as it appeared to involve a pig, it had been referred to the Department of Agriculture. The secretary to the secretary to the Secretary of Agriculture wrote Ug that the case had been referred to the Bureau of Animal Husbandry.",https://www.libraryofshortstories.com/storiespdf/the-last-of-the-flatfeet.pdf,https://www.libraryofshortstories.com/storiesepub/the-last-of-the-flatfeet.epub,https://www.libraryofshortstories.com/onlinereader/the-last-of-the-flatfeet
437,The Last Parade,Banjo Paterson,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/tired.jpg,"The face of a tired, old man. Graphite filter.",1902.0,294,2,Soldiers beg to go home from the war.,Poetry,‘Have we not done our share?’,https://www.libraryofshortstories.com/storiespdf/the-last-parade.pdf,https://www.libraryofshortstories.com/storiesepub/the-last-parade.epub,https://www.libraryofshortstories.com/onlinereader/the-last-parade
438,Last Week,Banjo Paterson,2.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/kangaroo.jpg,A kangaroo on a plains. Graphite filter.,1893.0,209,1,A town man is constantly shafted by bushies.,Poetry,"He went for a drive, and he made a start, 
Which should have been made last week, 
For the old horse died of a broken heart; 
So he footed it home and he dragged the cart —",https://www.libraryofshortstories.com/storiespdf/last-week.pdf,https://www.libraryofshortstories.com/storiesepub/last-week.epub,https://www.libraryofshortstories.com/onlinereader/last-week
439,The Last Word,Aleksandr I. Kuprin,4.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/petersburg.jpg,A 20th century city with trams and horse-drawn carriages. Graphite filter.,1916.0,2054,9,"A man admits to murder, explaining that he had known the victim since childhood and had seen him in school, in the public, and everywhere else entirely.",Quirky,"Yes, gentlemen, I killed him! In vain do you try to obtain for me a medical certificate of temporary aberration. I shall not take advantage of it. I killed him soberly, conscientiously, coldly, without the least regret, fear or hesitation.",https://www.libraryofshortstories.com/storiespdf/the-last-word.pdf,https://www.libraryofshortstories.com/storiesepub/the-last-word.epub,https://www.libraryofshortstories.com/onlinereader/the-last-word
440,The Law Beaters,Richard Connell,3.0,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/murder.jpg,A shadow of a pointed gun and a surrendering hand. Graphite filter.,1928.0,4340,18,"Two men discuss the law while drinking, and compare their past nefarious escapades.",Adventure,"“I had a perfect alibi as far as Erskine was concerned, and there was no way of connecting me and Mance. Nobody had ever seen us together.”",https://www.libraryofshortstories.com/storiespdf/the-law-beaters.pdf,https://www.libraryofshortstories.com/storiesepub/the-law-beaters.epub,https://www.libraryofshortstories.com/onlinereader/the-law-beaters
441,Lawkamercyme,Flora Annie Steel,,https://libraryofshortstories.s3.ap-southeast-2.amazonaws.com/small/oldwoman.jpg,The face of an old woman with wrinkles. Graphite filter.,1918.0,176,1,,Childrens;Poetry,"There was an old woman, as I’ve heard tell,
She went to the market her eggs for to sell;
She went to the market, all on a market-day,
And she fell asleep on the king’s highway.
There came by a pedlar,...",https://www.libraryofshortstories.com/storiespdf/lawkamercyme.pdf,https://www.libraryofshortstories.com/storiesepub/lawkamercyme.epub,https://www.libraryofshortstories.com/onlinereader/lawkamercyme
